Northern California,New York,Kansas,Texas,Hawaii,Banner,UPC
,19.12,18.3,18.57,,Walmart,678675568
,49.4,,48.04,,Walmart,124091247
,18.52,17.81,,,Walmart,352259734
,52.83,50.72,51.27,,Walmart,549838046
,35.73,,34.77,,Walmart,113224794
,24.3,,23.66,,Walmart,894150291
,14.11,,13.76,,Walmart,338728090
,20.03,,19.45,,Walmart,129232150
,9.87,,,,Walmart,736014357
,24.95,23.96,24.22,,Walmart,315128578
,40.56,,,,Walmart,849702242
,14.05,13.54,13.61,,Walmart,790024227
,25.53,24.57,,,Walmart,857721983
,41.71,40.16,,,Walmart,895637329
,20.84,20.06,20.2,,Walmart,923314883
,25.35,24.32,24.61,,Walmart,151145905
,22.92,,22.34,,Walmart,531197407
,54.91,52.8,53.3,,Walmart,625438627
,50.01,,48.51,,Walmart,272466316
,23.16,,,,Walmart,836817411
,23.3,22.44,22.67,,Walmart,311693284
,16.16,15.56,15.6,,Walmart,599052834
,7.75,7.41,7.45,,Walmart,489000444
,36.24,,,,Walmart,243785066
,36.8,35.44,,,Walmart,842306029
,17.56,,17.03,,Walmart,441168504
,26.16,25.13,,,Walmart,45509167
,19.85,,,,Walmart,236968723
,42.25,40.67,41.05,,Walmart,606279907
,6.37,,6.15,,Walmart,296821950
,24.62,23.61,,,Walmart,505693127
,33.25,31.91,,,Walmart,109076038
,31.05,,30.06,,Walmart,965083187
,42.16,,,,Walmart,581614281
,27.64,26.55,,,Walmart,716383928
,25.02,24.04,,,Walmart,352180692
,41.72,40.15,,,Walmart,544719559
,6.42,,6.22,,Walmart,227635624
,23.14,22.22,22.44,,Walmart,912415151
,35.94,34.55,34.84,,Walmart,757501813
,27.41,,26.64,,Walmart,171858013
,30.45,,,,Walmart,698510708
,52.86,,51.23,,Walmart,714138116
,2.85,,,,Walmart,421047592
,15.27,,14.74,,Walmart,418444428
,1.33,1.25,,,Walmart,643896037
,31.31,30.03,30.35,,Walmart,829968022
,9.44,,9.13,,Walmart,256906423
,6.44,6.11,,,Walmart,458350008
,48.52,46.65,47.16,,Walmart,405684153
,37.23,,36.11,,Walmart,514912132
,12.44,11.95,,,Walmart,575714399
,52.6,50.51,51.17,,Walmart,144644625
,25.11,,,,Walmart,401436440
,13.63,13.12,,,Walmart,339400596
,31.63,,30.77,,Walmart,599921977
,15.72,15.16,,,Walmart,386428225
,14.61,,,,Walmart,702868026
,17.72,17.07,17.26,,Walmart,817162115
,23.02,22.11,22.34,,Walmart,99583114
,41.06,,39.84,,Walmart,790347148
,46.22,44.44,,,Walmart,506754007
,39.22,37.65,38.05,,Walmart,700311165
,18.14,17.42,17.62,,Walmart,543464804
,28.42,27.34,27.55,,Walmart,228431403
,42.07,40.3,40.75,,Walmart,992125856
,46.91,45.13,45.52,,Walmart,48013704
,56.15,53.97,54.44,,Walmart,715494692
,12.74,12.25,12.44,,Walmart,375993782
,37.83,,36.74,,Walmart,864892235
,8.16,7.85,,,Walmart,27595398
,5.73,5.57,5.54,,Walmart,866698043
,19.5,,18.91,,Walmart,58785197
,25.77,,25.02,,Walmart,397250295
,15.53,14.92,15.0,,Walmart,537045183
,36.72,35.22,,,Walmart,709096794
,12.02,,11.72,,Walmart,93351329
,13.86,,13.46,,Walmart,789986401
,54.1,52.0,52.55,,Walmart,692276824
,48.54,,,,Walmart,457695472
,12.74,12.27,12.42,,Walmart,278001228
,41.73,40.16,,,Walmart,981197816
,49.44,47.44,47.92,,Walmart,952287274
,10.94,,10.5,,Walmart,373413450
,5.11,,,,Walmart,22132676
,45.36,43.55,44.06,,Walmart,477539026
,42.87,,,,Walmart,325836526
,41.05,,39.82,,Walmart,174429227
,29.06,,,,Walmart,56176612
,15.45,,15.05,,Walmart,446836510
,3.01,2.97,,,Walmart,44053660
,17.96,,,,Walmart,213048650
,1.37,1.37,1.34,,Walmart,509116779
,34.86,33.56,33.81,,Walmart,321012038
,32.84,,,,Walmart,980564443
,14.1,13.61,13.72,,Walmart,763083923
,26.55,,25.77,,Walmart,927879675
,38.52,36.94,,,Walmart,853687097
,18.26,17.52,17.77,,Walmart,745216676
,28.37,27.16,27.45,,Walmart,812183948
,17.64,17.04,17.16,,Walmart,876226151
,40.34,38.81,39.25,,Walmart,842621232
,16.45,15.87,,,Walmart,234033889
,35.41,34.01,34.32,,Walmart,827898456
,13.36,12.81,,,Walmart,458313112
,28.83,,,,Walmart,696954302
,43.83,42.12,42.57,,Walmart,43366358
,46.92,45.16,,,Walmart,963858888
,18.16,17.45,,,Walmart,312567137
,52.24,50.11,,,Walmart,218294289
,44.07,,,,Walmart,817674221
,38.23,,,,Walmart,541944658
,34.72,33.43,,,Walmart,574686428
,5.92,5.67,,,Walmart,598589918
,16.8,16.25,16.3,,Walmart,538593323
,52.42,50.32,50.83,,Walmart,917901226
,40.84,39.21,39.63,,Walmart,836742374
,17.8,,17.32,,Walmart,723906184
,50.33,48.45,48.84,,Walmart,545319478
,12.83,12.3,12.42,,Walmart,929137671
,3.42,3.31,,,Walmart,165526080
,30.71,,29.81,,Walmart,545133835
,27.57,26.56,,,Walmart,653798822
,18.9,,,,Walmart,698832542
,38.83,37.23,37.63,,Walmart,332996724
,2.95,,,,Walmart,651936351
,49.52,47.6,48.1,,Walmart,131820869
,34.55,,33.55,,Walmart,161725486
,46.35,44.56,,,Walmart,742030365
,18.02,17.35,,,Walmart,113921219
,7.41,7.14,7.23,,Walmart,60193187
,24.75,,,,Walmart,882672998
,32.41,31.12,31.47,,Walmart,939282782
,35.32,33.91,34.26,,Walmart,503966459
,51.0,,,,Walmart,432934258
,17.26,16.63,16.74,,Walmart,48258595
,34.82,,33.86,,Walmart,768547166
,12.14,11.66,11.73,,Walmart,426909634
,40.01,,38.96,,Walmart,52851370
,53.22,51.13,,,Walmart,995798889
,48.24,46.32,46.84,,Walmart,466810890
,29.26,,,,Walmart,349132748
,7.94,7.66,,,Walmart,93696286
,7.75,7.41,7.51,,Walmart,196407931
,19.1,,,,Walmart,929338551
,31.72,,30.83,,Walmart,373656227
,47.31,45.51,45.92,,Walmart,300705072
,1.87,,1.87,,Walmart,888354959
,1.54,1.54,,,Walmart,694468735
,16.64,15.94,,,Walmart,363663062
,45.66,,44.21,,Walmart,169472387
,0.94,,0.97,,Walmart,278739906
,50.7,,,,Walmart,731963540
,39.13,37.66,,,Walmart,676274385
,3.4,,,,Walmart,798625113
,15.35,14.75,,,Walmart,740153739
,52.53,,51.07,,Walmart,65837987
,7.4,,,,Walmart,737000536
,22.63,21.75,,,Walmart,73570156
,5.02,4.85,4.93,,Walmart,363196884
,51.9,49.91,50.43,,Walmart,470178735
,10.34,9.92,10.03,,Walmart,62068892
,36.94,,35.82,,Walmart,443127155
,18.86,,,,Walmart,26132370
,48.91,47.03,,,Walmart,917100992
,31.52,30.26,30.51,,Walmart,959211839
,22.65,,,,Walmart,262051609
,52.44,50.31,50.82,,Walmart,582451335
,19.85,19.03,19.27,,Walmart,631749882
,10.43,10.04,10.15,,Walmart,358265858
,50.44,48.5,49.02,,Walmart,955026913
,34.92,33.66,33.94,,Walmart,583297806
,28.11,,27.35,,Walmart,500505797
,55.25,53.13,53.6,,Walmart,492209870
,49.07,47.14,,,Walmart,304468559
,15.63,15.0,15.22,,Walmart,962420701
,16.15,,15.64,,Walmart,496444498
,48.63,,47.11,,Walmart,768900012
,6.51,6.37,6.37,,Walmart,838729004
,28.17,27.01,27.35,,Walmart,327470693
,45.36,43.53,43.9,,Walmart,337353166
,44.87,,,,Walmart,394331468
,46.46,,45.05,,Walmart,685061388
,21.26,20.33,,,Walmart,812817987
,25.71,,25.01,,Walmart,19982129
,38.02,36.5,,,Walmart,365185443
,33.31,32.02,32.31,,Walmart,860167579
,18.31,,17.82,,Walmart,517769564
,3.7,,3.66,,Walmart,554693845
,17.24,,16.76,,Walmart,766810433
,7.25,6.97,,,Walmart,381867389
,23.13,,22.41,,Walmart,891797170
,48.44,46.56,,,Walmart,426540728
,50.9,,49.42,,Walmart,284293391
,52.62,50.67,51.14,,Walmart,987411986
,23.05,,22.42,,Walmart,576244412
,17.05,16.32,,,Walmart,24764365
,6.55,,6.31,,Walmart,647962512
,36.93,,,,Walmart,514293895
,31.8,30.6,30.91,,Walmart,842968031
,7.14,,6.95,,Walmart,234070455
,38.86,37.33,,,Walmart,870309366
,39.63,38.07,38.47,,Walmart,831639757
,9.04,,8.75,,Walmart,579355486
,3.37,3.26,3.33,,Walmart,16829288
,30.42,,29.51,,Walmart,468699741
,51.35,,49.83,,Walmart,827980895
,26.81,25.76,26.06,,Walmart,472559312
,14.44,,14.06,,Walmart,667968672
,14.0,13.54,,,Walmart,650943158
,35.26,,34.23,,Walmart,221349675
,31.34,30.17,,,Walmart,244294577
,53.62,,52.02,,Walmart,162045248
,47.41,45.62,46.02,,Walmart,200253393
,46.67,,45.3,,Walmart,35072231
,34.77,33.43,,,Walmart,596626474
,36.1,34.7,35.17,,Walmart,250622702
,8.26,,8.04,,Walmart,127887048
,10.17,9.7,9.83,,Walmart,708247357
,19.55,18.82,,,Walmart,888713764
,51.73,,50.22,,Walmart,629512894
,24.1,,23.47,,Walmart,186497742
,43.27,41.57,,,Walmart,620047925
,53.82,51.73,52.22,,Walmart,266788198
,32.24,,31.25,,Walmart,556223651
,46.53,44.7,,,Walmart,888599847
,39.84,38.25,38.66,,Walmart,783899410
,10.66,,,,Walmart,259287413
,2.12,2.16,2.12,,Walmart,535529908
,34.76,,,,Walmart,489398729
,56.37,,54.7,,Walmart,888666503
,9.12,,,,Walmart,628622442
,32.14,,31.21,,Walmart,122484761
,52.54,50.45,50.95,,Walmart,227818213
,23.15,,,,Walmart,859607186
,11.52,11.13,11.27,,Walmart,447640332
,13.35,12.85,,,Walmart,926444424
,26.12,25.14,,,Walmart,283434497
,22.7,,22.01,,Walmart,986041768
,19.9,,19.37,,Walmart,118708197
,16.87,16.14,,,Walmart,955421336
,8.52,8.23,,,Walmart,725772193
,33.85,,32.81,,Walmart,286798599
,54.9,52.85,,,Walmart,421428384
,6.11,5.96,,,Walmart,277132090
,54.87,,53.27,,Walmart,437067209
,53.84,,52.31,,Walmart,495847520
,37.45,,36.33,,Walmart,607409332
,12.53,12.04,12.16,,Walmart,142231691
,49.63,47.61,,,Walmart,655347860
,9.0,8.73,8.84,,Walmart,565170341
,8.45,8.15,,,Walmart,987897892
,32.44,31.15,,,Walmart,171059624
,15.22,14.64,,,Walmart,303796970
,26.6,,25.87,,Walmart,843645850
,15.33,14.74,,,Walmart,635609352
,19.2,,,,Walmart,106365705
,5.57,,,,Walmart,152398257
,28.07,26.91,27.17,,Walmart,812264326
,2.34,2.27,,,Walmart,646431619
,53.12,51.02,,,Walmart,193736714
,36.87,35.3,35.76,,Walmart,433536637
,17.25,16.54,16.72,,Walmart,848007798
,37.03,35.67,35.92,,Walmart,827531126
,24.07,23.0,,,Walmart,265291556
,36.5,35.17,35.41,,Walmart,854985252
,39.21,37.72,38.14,,Walmart,975793603
,33.62,,32.6,,Walmart,920526931
,51.44,,49.94,,Walmart,504139198
,18.2,17.46,17.63,,Walmart,285189163
,31.93,30.63,30.91,,Walmart,516205909
,26.8,25.83,26.03,,Walmart,675134953
,4.97,,4.81,,Walmart,513172706
,19.0,,,,Walmart,912873332
,12.77,,,,Walmart,604540867
,37.61,36.2,36.52,,Walmart,641701426
,44.06,42.3,,,Walmart,346844734
,9.14,,,,Walmart,673299284
,40.64,,39.56,,Walmart,723419379
,36.74,,35.63,,Walmart,990258086
,18.46,17.73,17.97,,Walmart,677674656
,2.42,2.36,2.33,,Walmart,302256456
,49.57,47.65,,,Walmart,999185078
,1.87,,1.8,,Walmart,606513778
,41.41,39.86,40.21,,Walmart,70324549
,11.66,11.15,11.22,,Walmart,708419030
,36.93,35.5,,,Walmart,700660531
,36.46,,35.37,,Walmart,38399923
,55.77,,54.06,,Walmart,873270447
,35.0,33.63,34.04,,Walmart,164485660
,53.86,,52.34,,Walmart,38126522
,36.12,34.73,,,Walmart,676939567
,41.67,40.02,40.44,,Walmart,615706094
,34.9,,33.95,,Walmart,474794200
,35.32,33.94,34.35,,Walmart,981620604
,44.23,,42.94,,Walmart,883647960
,44.47,,,,Walmart,879777546
,10.67,10.21,10.33,,Walmart,695599406
,11.2,,,,Walmart,218958254
,38.96,37.46,,,Walmart,311226396
,16.81,,16.31,,Walmart,16482322
,9.57,9.22,9.3,,Walmart,120290503
,55.55,53.35,53.96,,Walmart,838460068
,34.21,,33.23,,Walmart,774342015
,23.62,,22.94,,Walmart,428456157
,27.37,,,,Walmart,704505214
,10.02,,9.75,,Walmart,702239031
,41.04,,39.81,,Walmart,592298415
,33.93,,32.96,,Walmart,212886542
,42.81,,41.54,,Walmart,870595943
,23.06,,,,Walmart,437637358
,42.84,,41.56,,Walmart,146021511
,54.97,52.82,53.34,,Walmart,751783597
,38.54,,,,Walmart,555275616
,13.1,12.65,,,Walmart,136528713
,18.96,,,,Walmart,127821311
,47.93,,46.51,,Walmart,86262532
,33.44,32.13,,,Walmart,460807284
,5.91,5.71,,,Walmart,918833743
,49.2,,,,Walmart,765932940
,25.56,24.52,24.76,,Walmart,129833275
,19.06,,,,Walmart,680584021
,14.92,,,,Walmart,252280717
,39.06,37.55,37.85,,Walmart,584200676
,5.07,4.86,4.97,,Walmart,665091890
,8.91,,,,Walmart,825958722
,35.94,,34.8,,Walmart,237280009
,26.86,,26.02,,Walmart,810777505
,26.05,25.02,,,Walmart,277014097
,44.84,,,,Walmart,246582548
,46.92,,45.57,,Walmart,637471150
,46.15,,,,Walmart,374824958
,42.3,40.61,,,Walmart,821504223
,54.05,51.96,52.43,,Walmart,876898615
,42.06,,,,Walmart,298558534
,13.4,,,,Walmart,178923336
,18.15,17.44,17.66,,Walmart,554043945
,20.83,20.0,20.25,,Walmart,646726630
,51.34,,,,Walmart,319176479
,42.43,40.81,,,Walmart,525996730
,10.42,10.02,10.13,,Walmart,286906735
,53.83,51.71,52.21,,Walmart,121620235
,55.22,,,,Walmart,614892418
,4.3,4.23,4.21,,Walmart,266112120
,13.05,12.54,,,Walmart,978164640
,53.55,51.44,,,Walmart,936330605
,37.37,,,,Walmart,615121896
,55.11,52.97,,,Walmart,302857528
,25.76,,25.05,,Walmart,654081535
,30.61,29.47,29.74,,Walmart,165254790
,6.0,,,,Walmart,514805290
,42.74,,41.41,,Walmart,904714463
,49.51,47.54,48.06,,Walmart,367626432
,36.34,,35.26,,Walmart,172380215
,42.2,40.67,41.05,,Walmart,813117592
,17.73,17.0,17.26,,Walmart,308185637
,3.64,,3.5,,Walmart,47174618
,32.81,31.61,31.93,,Walmart,53317855
,18.04,17.33,,,Walmart,420577775
,1.12,,1.12,,Walmart,77460052
,53.7,,52.13,,Walmart,545019950
,26.26,,,,Walmart,697589645
,45.24,43.54,,,Walmart,886105169
,25.41,24.45,24.63,,Walmart,932864695
,16.12,15.51,,,Walmart,459605874
,9.94,9.57,9.67,,Walmart,571896895
,34.77,,,,Walmart,106599165
,14.74,14.13,14.35,,Walmart,110354720
,39.05,37.53,37.91,,Walmart,258597638
,38.52,37.01,,,Walmart,963136610
,0.73,0.74,,,Walmart,902552274
,11.62,11.16,,,Walmart,503736553
,1.14,1.11,1.15,,Walmart,979616943
,27.53,26.43,26.75,,Walmart,197321036
,10.25,9.81,9.94,,Walmart,994344572
,25.87,24.81,25.13,,Walmart,518047270
,4.97,4.72,4.74,,Walmart,846637828
,38.25,36.75,37.14,,Walmart,947534594
,16.96,,16.41,,Walmart,688858216
,18.59,17.89,18.09,,Trader Joes,690069404
,32.39,,31.39,,Trader Joes,545133835
,36.09,,35.09,,Trader Joes,90756884
,50.99,,49.49,,Trader Joes,980150388
,42.89,,41.59,,Trader Joes,723419379
,21.09,20.29,20.49,,Trader Joes,855000437
,44.69,,43.39,,Trader Joes,525996730
,12.99,12.49,12.69,,Trader Joes,930355523
,10.29,9.89,9.99,,Trader Joes,736014357
,38.89,,37.79,,Trader Joes,536411687
,38.69,37.19,,,Trader Joes,709096794
,52.89,,51.39,,Trader Joes,778006625
,24.49,23.59,23.79,,Trader Joes,441772088
,16.29,,15.79,,Trader Joes,537045183
,35.09,,34.09,,Trader Joes,845328666
,26.29,,,,Trader Joes,352180692
,17.69,,17.19,,Trader Joes,793865483
,37.49,,36.39,,Trader Joes,431156925
,9.59,9.19,9.29,,Trader Joes,628622442
,38.99,37.49,37.89,,Trader Joes,827531126
,21.79,20.89,21.09,,Trader Joes,63494206
,35.19,,34.09,,Trader Joes,253141402
,37.79,,36.69,,Trader Joes,303748850
,17.69,,17.19,,Trader Joes,16482322
,2.29,2.19,2.19,,Trader Joes,535529908
,1.59,,1.59,,Trader Joes,45845527
,33.89,46.39,46.79,,Trader Joes,565229692
,22.49,,21.89,,Trader Joes,61278034
,16.19,15.49,,,Trader Joes,333868779
,55.39,,53.79,,Trader Joes,587031338
,14.99,14.39,,,Trader Joes,919110708
,40.39,38.79,39.19,,Trader Joes,866416138
,3.59,3.39,3.49,,Trader Joes,165526080
,15.49,,14.99,,Trader Joes,110354720
,1.29,,1.29,,Trader Joes,643896037
,23.69,22.79,22.99,,Trader Joes,627807402
,41.79,40.09,40.49,,Trader Joes,276263379
,54.39,,52.79,,Trader Joes,795655973
,16.49,15.79,15.99,,Trader Joes,962420701
,6.79,,6.59,,Trader Joes,227635624
,28.19,27.09,27.39,,Trader Joes,810777505
,58.49,,56.79,,Trader Joes,160430177
,0.89,,0.79,,Trader Joes,604272498
,19.29,,18.79,,Trader Joes,683810722
,42.99,,41.69,,Trader Joes,583333446
,50.69,,49.19,,Trader Joes,429624919
,52.19,,50.59,,Trader Joes,861871758
,44.39,42.59,,,Trader Joes,830115263
,48.59,,47.19,,Trader Joes,374824958
,32.19,,31.29,,Trader Joes,165254790
,25.59,,24.89,,Trader Joes,57714338
,26.99,,26.19,,Trader Joes,98441419
,21.99,,21.39,,Trader Joes,54236183
,37.99,36.59,36.89,,Trader Joes,676939567
,12.89,,12.49,,Trader Joes,996262978
,34.19,,33.19,,Trader Joes,542244776
,58.09,,56.39,,Trader Joes,456113225
,8.09,,7.89,,Trader Joes,196407931
,44.49,,43.19,,Trader Joes,813117592
,22.89,,22.19,,Trader Joes,245619737
,25.89,,25.09,,Trader Joes,505693127
,25.49,,24.79,,Trader Joes,507203618
,19.79,,19.19,,Trader Joes,94769945
,58.69,,56.99,,Trader Joes,276801250
,54.09,,52.49,,Trader Joes,319176479
,35.89,34.49,34.89,,Trader Joes,163809044
,57.89,,,,Trader Joes,377365657
,15.99,,15.49,,Trader Joes,303796970
,1.89,1.89,1.89,,Trader Joes,375780233
,52.19,,50.69,,Trader Joes,999185078
,19.99,19.19,,,Trader Joes,130186387
,12.69,12.19,12.39,,Trader Joes,426909634
,19.69,18.99,19.19,,Trader Joes,124052151
,3.79,,3.69,,Trader Joes,75242878
,9.19,8.89,8.99,,Trader Joes,265077864
,50.99,,49.49,,Trader Joes,441947799
,5.69,,5.49,,Trader Joes,163383455
,16.49,15.79,15.99,,Trader Joes,916097175
,23.99,22.99,23.29,,Trader Joes,627416688
,58.29,55.99,56.59,,Trader Joes,584598491
,22.29,,21.69,,Trader Joes,105664025
,12.19,,11.89,,Trader Joes,503736553
,55.89,,54.29,,Trader Joes,445250129
,49.49,47.49,47.99,,Trader Joes,48013704
,13.99,,13.59,,Trader Joes,458313112
,40.19,,39.09,,Trader Joes,205812283
,32.59,,31.69,,Trader Joes,965083187
,17.09,,16.59,,Trader Joes,25313327
,41.09,,39.89,,Trader Joes,258597638
,49.49,47.49,47.99,,Trader Joes,637471150
,34.79,,33.79,,Trader Joes,266425823
,57.79,,56.09,,Trader Joes,594035260
,55.59,,53.99,,Trader Joes,111650456
,46.79,,45.39,,Trader Joes,879777546
,20.19,,19.59,,Trader Joes,929338551
,12.89,12.39,12.49,,Trader Joes,77045464
,20.69,19.89,20.09,,Trader Joes,395515572
,40.89,,39.69,,Trader Joes,870309366
,30.19,28.99,29.29,,Trader Joes,644874729
,2.49,2.39,2.39,,Trader Joes,377295085
,33.59,,32.59,,Trader Joes,964715239
,7.69,,7.49,,Trader Joes,340478827
,53.99,,52.39,,Trader Joes,506732002
,53.39,,51.89,,Trader Joes,731963540
,21.79,,21.19,,Trader Joes,690451660
,47.39,,45.99,,Trader Joes,698731992
,50.49,,48.99,,Trader Joes,86262532
,24.19,23.29,,,Trader Joes,99583114
,51.89,,50.29,,Trader Joes,765932940
,10.49,,10.19,,Trader Joes,571896895
,7.79,,7.59,,Trader Joes,529559570
,25.99,,25.29,,Trader Joes,882672998
,54.49,,,,Trader Joes,966807089
,36.49,35.09,35.39,,Trader Joes,687061455
,20.09,19.29,19.49,,Trader Joes,678675568
,26.39,,25.59,,Trader Joes,401436440
,22.29,21.49,21.69,,Trader Joes,812817987
,47.59,,46.19,,Trader Joes,436463728
,58.09,,56.39,,Trader Joes,302857528
,13.39,12.89,12.99,,Trader Joes,278001228
,4.29,,4.19,,Trader Joes,310069491
,40.39,,39.19,,Trader Joes,827631041
,23.49,,,,Trader Joes,856554674
,51.69,,50.19,,Trader Joes,820540489
,54.49,,52.89,,Trader Joes,629512894
,34.59,33.19,33.49,,Trader Joes,189054973
,43.99,,42.69,,Trader Joes,544719559
,47.09,,45.69,,Trader Joes,363461563
,55.99,53.79,54.29,,Trader Joes,884354350
,24.29,,23.59,,Trader Joes,836817411
,37.09,,35.99,,Trader Joes,614290704
,56.79,,55.09,,Trader Joes,38126522
,14.39,,13.99,,Trader Joes,51294147
,23.29,,22.59,,Trader Joes,268588472
,46.49,,45.09,,Trader Joes,475245085
,19.99,19.29,19.49,,Trader Joes,680584021
,35.99,,34.99,,Trader Joes,376851918
,2.29,,2.19,,Trader Joes,200021055
,2.39,2.29,2.29,,Trader Joes,243131192
,37.59,36.09,36.49,,Trader Joes,904041295
,51.09,49.09,49.59,,Trader Joes,405684153
,48.59,,47.19,,Trader Joes,145210517
,36.49,,35.39,,Trader Joes,396134202
,6.39,,6.19,,Trader Joes,277132090
,32.99,31.69,31.99,,Trader Joes,244294577
,38.69,,37.59,,Trader Joes,990258086
,29.59,,28.69,,Trader Joes,942541787
,43.59,,42.29,,Trader Joes,70324549
,43.99,,42.69,,Trader Joes,981197816
,32.29,,31.29,,Trader Joes,314756902
,28.79,,27.89,,Trader Joes,704505214
,17.29,16.59,16.79,,Trader Joes,144575642
,44.29,42.49,42.99,,Trader Joes,683028909
,22.49,21.59,21.79,,Trader Joes,39601228
,24.29,23.39,23.59,,Trader Joes,891797170
,20.79,,20.19,,Trader Joes,236968723
,23.39,,,,Trader Joes,509056495
,45.49,43.69,44.19,,Trader Joes,762710881
,5.29,5.09,5.09,,Trader Joes,665091890
,39.49,,38.29,,Trader Joes,607409332
,50.69,,49.19,,Trader Joes,702065059
,54.99,52.89,53.39,,Trader Joes,218294289
,54.29,52.19,52.69,,Trader Joes,857067649
,6.59,,,,Trader Joes,296821950
,44.29,42.49,42.99,,Trader Joes,546802474
,32.69,,31.69,,Trader Joes,248544810
,22.59,,21.89,,Trader Joes,795937333
,26.09,,25.29,,Trader Joes,685715810
,39.29,37.79,38.19,,Trader Joes,808274867
,19.99,,19.49,,Trader Joes,151287985
,3.59,,3.49,,Trader Joes,205698731
,17.49,16.89,16.99,,Trader Joes,978196729
,8.69,8.39,8.39,,Trader Joes,127887048
,41.69,40.09,,,Trader Joes,831639757
,51.09,49.09,49.59,,Trader Joes,438682627
,27.39,26.39,26.59,,Trader Joes,277014097
,15.09,,,,Trader Joes,306887951
,42.29,,41.09,,Trader Joes,514730047
,10.99,,10.59,,Trader Joes,849299370
,45.49,,44.09,,Trader Joes,275219414
,18.69,,18.09,,Trader Joes,308185637
,55.29,,53.69,,Trader Joes,112817865
,28.69,,27.79,,Trader Joes,361609713
,8.19,,7.99,,Trader Joes,371889838
,26.79,,26.09,,Trader Joes,481217425
,6.19,,5.99,,Trader Joes,918833743
,57.59,,55.89,,Trader Joes,950498192
,16.89,16.19,16.39,,Trader Joes,931390073
,9.59,9.29,9.39,,Trader Joes,673299284
,21.99,,21.29,,Trader Joes,923314883
,23.89,22.99,23.19,,Trader Joes,986041768
,3.39,3.29,3.29,,Trader Joes,353556196
,36.59,,35.49,,Trader Joes,106599165
,32.69,,31.69,,Trader Joes,771066892
,50.39,48.39,48.89,,Trader Joes,505307561
,26.79,,,,Trader Joes,763210027
,34.69,33.29,33.69,,Trader Joes,529968586
,31.19,29.99,30.29,,Trader Joes,57394222
,5.79,,5.59,,Trader Joes,152398257
,37.49,36.09,36.39,,Trader Joes,55404606
,41.09,,39.89,,Trader Joes,576506037
,7.79,,7.59,,Trader Joes,60193187
,48.49,46.59,47.09,,Trader Joes,342897052
,50.79,,49.29,,Trader Joes,768303991
,37.19,,36.09,,Trader Joes,503966459
,57.29,,55.59,,Trader Joes,254804864
,42.99,,41.69,,Trader Joes,189565540
,28.29,,27.39,,Trader Joes,55833407
,36.79,35.39,35.69,,Trader Joes,583297806
,20.19,,19.59,,Trader Joes,826114350
,20.39,,19.79,,Trader Joes,361981249
,16.99,16.29,16.49,,Trader Joes,278354885
,18.19,,17.69,,Trader Joes,565021540
,27.09,,26.29,,Trader Joes,19982129
,19.89,,19.29,,Trader Joes,557031026
,52.19,50.19,50.69,,Trader Joes,131820869
,47.09,,45.69,,Trader Joes,162356142
,45.69,43.89,44.29,,Trader Joes,905914857
,18.89,18.19,18.29,,Trader Joes,744486125
,50.49,,48.99,,Trader Joes,79218866
,20.59,,,,Trader Joes,888713764
,51.39,,49.89,,Trader Joes,801329171
,39.99,,38.79,,Wegmans,514912132
,22.89,,22.29,,Wegmans,39601228
,56.09,,54.49,,Wegmans,218294289
,24.69,23.79,,,Wegmans,360754991
,53.19,,51.59,,Wegmans,881311707
,38.59,,37.49,,Wegmans,757501813
,13.39,,12.99,,Wegmans,440219593
,25.39,24.39,24.69,,Wegmans,428456157
,9.79,,9.59,,Wegmans,564014969
,24.69,,23.99,,Wegmans,47158754
,42.59,40.89,41.29,,Wegmans,831639757
,39.49,,38.29,,Wegmans,709096794
,32.99,,32.09,,Wegmans,545133835
,27.69,,26.89,,Wegmans,40555797
,34.39,,33.39,,Wegmans,66025021
,49.19,47.29,,,Wegmans,789649867
,46.59,,45.29,,Wegmans,442236507
,14.89,,14.49,,Wegmans,470692001
,6.49,,6.39,,Wegmans,277132090
,35.49,,,,Wegmans,266425823
,26.89,25.79,26.09,,Wegmans,488091787
,9.39,,9.09,,Wegmans,740420827
,26.79,,25.99,,Wegmans,315128578
,46.69,,45.29,,Wegmans,791901779
,13.09,12.59,12.69,,Wegmans,581030587
,60.09,57.79,58.29,,Wegmans,739430945
,31.89,,,,Wegmans,988779486
,38.09,36.59,36.89,,Wegmans,827898456
,16.29,15.69,15.89,,Wegmans,303796970
,58.79,,57.09,,Wegmans,950498192
,28.29,27.19,27.49,,Wegmans,975326196
,49.09,,47.69,,Wegmans,287415946
,48.19,46.29,46.79,,Wegmans,723934665
,20.79,19.99,20.19,,Wegmans,361981249
,5.39,5.19,5.19,,Wegmans,886012244
,40.19,,38.99,,Wegmans,615121896
,22.89,,22.19,,Wegmans,967167461
,43.19,,41.89,,Wegmans,340260209
,16.59,15.89,16.09,,Wegmans,446836510
,47.69,45.89,46.29,,Wegmans,879777546
,33.69,,32.69,,Wegmans,244294577
,45.89,44.09,44.59,,Wegmans,904714463
,31.39,30.19,30.49,,Wegmans,349132748
,26.79,25.79,26.09,,Wegmans,361415663
,40.59,,39.39,,Wegmans,312588009
,42.89,,41.69,,Wegmans,193724353
,36.99,,35.89,,Wegmans,848280790
,43.79,,42.59,,Wegmans,583333446
,20.79,19.99,20.19,,Wegmans,568480217
,40.79,,39.59,,Wegmans,321130189
